2024-08-13 18:52:33,480: 's': 
2024-08-13 18:52:33,485: 'a': 
2024-08-13 18:52:33,536: 'k': 
2024-08-13 18:52:33,597: 'd': 
2024-08-13 18:52:33,751: 'a': 
2024-08-13 18:52:33,790: 's': 
2024-08-13 18:52:33,879: 'd': 
2024-08-13 18:52:33,931: 'h': 
2024-08-13 18:52:34,011: 'a': 
2024-08-13 18:52:34,069: 's': 
2024-08-13 18:52:34,144: 'd': 
2024-08-13 18:52:34,158: 'k': 
2024-08-13 18:52:34,226: 'h': 
2024-08-13 18:52:34,308: 'w': 
2024-08-13 18:52:34,373: 'l': 
2024-08-13 18:52:34,416: 'k': 
2024-08-13 18:52:34,477: 'd': 
2024-08-13 18:52:34,560: 'a': 
2024-08-13 18:52:34,650: 'n': 
2024-08-13 18:52:34,726: 'd': 
2024-08-13 18:52:34,866: 'a': 
2024-08-13 18:52:34,897: 'k': 
2024-08-13 18:52:34,991: 'n': 
2024-08-13 18:52:35,080: 'w': 
2024-08-13 18:52:35,179: 'k': 
2024-08-13 18:52:35,234: 'd': 
2024-08-13 18:52:35,242: 'n': 
2024-08-13 18:52:35,343: 'a': 
2024-08-13 18:52:35,438: 'k': 
2024-08-13 18:52:35,482: 's': 
2024-08-13 18:52:35,550: 'd': 
2024-08-13 18:52:35,850: 'w': 
2024-08-13 18:52:37,092: Key.alt_l: 
2024-08-13 18:52:37,147: Key.tab: 
2024-08-13 18:52:37,787: Key.tab: 
2024-08-13 18:52:38,018: Key.tab: 
2024-08-13 18:52:38,190: Key.tab: 
2024-08-13 18:52:38,369: Key.tab: 
2024-08-13 18:52:45,017: Key.backspace: 
2024-08-13 18:52:45,388: Key.backspace: 
2024-08-13 18:52:47,535: Key.alt_l: 
2024-08-13 18:52:47,575: Key.tab: 
2024-08-13 18:52:48,287: Key.alt_l: 
2024-08-13 18:52:48,357: Key.tab: 
2024-08-13 18:52:48,594: Key.tab: 
2024-08-13 18:52:49,383: Key.tab: 
2024-08-13 18:52:49,556: Key.tab: 
2024-08-13 18:52:49,725: Key.tab: 
2024-08-13 18:52:50,538: 'a': 
2024-08-13 18:52:50,542: 's': 
2024-08-13 18:52:50,652: 'd': 
2024-08-13 18:52:51,141: 's': 
2024-08-13 18:52:51,143: 'a': 
2024-08-13 18:52:51,283: 'd': 
2024-08-13 18:52:51,688: Key.ctrl_l: 
2024-08-13 18:52:51,835: '\x01': 
2024-08-13 18:52:52,118: Key.backspace: 
2024-08-13 18:52:52,640: Key.backspace: 
2024-08-13 18:52:53,132: 'p': 
2024-08-13 18:52:53,353: 'y': 
2024-08-13 18:52:53,506: 't': 
2024-08-13 18:52:53,592: 'h': 
2024-08-13 18:52:53,663: 'o': 
2024-08-13 18:52:53,832: 'n': 
2024-08-13 18:52:53,906: Key.space: 
2024-08-13 18:52:54,123: Key.alt_l: 
2024-08-13 18:52:54,199: Key.tab: 
2024-08-13 18:52:55,059: Key.alt_l: 
2024-08-13 18:52:55,093: Key.tab: 
2024-08-13 18:52:55,289: Key.tab: 
2024-08-13 18:52:56,141: Key.alt_l: 
2024-08-13 18:52:56,170: Key.tab: 
2024-08-13 18:52:56,388: Key.tab: 
2024-08-13 18:52:56,630: Key.tab: 
2024-08-13 18:52:57,082: Key.tab: 
2024-08-13 18:52:57,254: Key.tab: 
2024-08-13 18:52:57,436: Key.tab: 
2024-08-13 18:52:57,607: Key.tab: 
2024-08-13 18:53:00,510: Key.alt_l: 
2024-08-13 18:53:00,632: Key.tab: 
2024-08-13 18:53:01,147: 'u': 
2024-08-13 18:53:01,220: 'p': 
2024-08-13 18:53:01,547: Key.alt_l: 
2024-08-13 18:53:01,638: Key.tab: 
2024-08-13 18:53:03,053: Key.ctrl_l: 
2024-08-13 18:53:03,283: '\x03': 
2024-08-13 18:53:03,576: Key.alt_l: 
2024-08-13 18:53:03,653: Key.tab: 
2024-08-13 18:53:03,901: Key.tab: 
2024-08-13 18:53:04,380: Key.alt_l: 
2024-08-13 18:53:04,431: Key.tab: 
2024-08-13 18:53:04,609: Key.tab: 
2024-08-13 18:53:04,791: Key.tab: 
2024-08-13 18:53:07,609: Key.ctrl_l: 
2024-08-13 18:53:07,789: '\x16': 
2024-08-13 18:53:10,196: Key.insert: 
2024-08-13 18:53:10,590: Key.backspace: 
2024-08-13 18:53:10,802: Key.backspace: 
2024-08-13 18:53:11,084: Key.backspace: 
2024-08-13 18:53:11,571: Key.backspace: 
2024-08-13 18:53:11,603: Key.backspace: 
2024-08-13 18:53:11,630: Key.backspace: 
2024-08-13 18:53:11,664: Key.backspace: 
2024-08-13 18:53:11,693: Key.backspace: 
2024-08-13 18:53:11,723: Key.backspace: 
2024-08-13 18:53:11,754: Key.backspace: 
2024-08-13 18:53:11,777: Key.backspace: 
2024-08-13 18:53:11,808: Key.backspace: 
2024-08-13 18:53:11,844: Key.backspace: 
2024-08-13 18:53:11,873: Key.backspace: 
2024-08-13 18:53:11,902: Key.backspace: 
2024-08-13 18:53:11,931: Key.backspace: 
2024-08-13 18:53:11,960: Key.backspace: 
2024-08-13 18:53:11,990: Key.backspace: 
2024-08-13 18:53:12,021: Key.backspace: 
2024-08-13 18:53:12,050: Key.backspace: 
2024-08-13 18:53:12,076: Key.backspace: 
2024-08-13 18:53:12,108: Key.backspace: 
2024-08-13 18:53:12,139: Key.backspace: 
2024-08-13 18:53:12,162: Key.backspace: 
2024-08-13 18:53:12,192: Key.backspace: 
2024-08-13 18:53:12,229: Key.backspace: 
2024-08-13 18:53:12,258: Key.backspace: 
2024-08-13 18:53:12,289: Key.backspace: 
2024-08-13 18:53:12,312: Key.backspace: 
2024-08-13 18:53:12,344: Key.backspace: 
2024-08-13 18:53:12,378: Key.backspace: 
2024-08-13 18:53:12,407: Key.backspace: 
2024-08-13 18:53:12,437: Key.backspace: 
2024-08-13 18:53:12,467: Key.backspace: 
2024-08-13 18:53:12,497: Key.backspace: 
2024-08-13 18:53:12,606: Key.ctrl_l: 
2024-08-13 18:53:12,959: '\x16': 
2024-08-13 18:53:13,382: Key.enter: 
2024-08-13 18:53:21,730: Key.alt_l: 
2024-08-13 18:53:21,798: Key.tab: 
2024-08-13 18:53:22,308: Key.alt_l: 
2024-08-13 18:53:22,350: Key.tab: 
2024-08-13 18:53:22,532: Key.tab: 
2024-08-13 18:53:24,498: Key.alt_l: 
2024-08-13 18:53:24,580: Key.tab: 
2024-08-13 18:53:26,015: Key.tab: 
2024-08-13 18:53:26,815: Key.tab: 
2024-08-13 18:53:27,018: Key.tab: 
2024-08-13 18:53:27,197: Key.tab: 
2024-08-13 18:53:27,368: Key.tab: 
2024-08-13 18:53:29,738: Key.ctrl_l: 
2024-08-13 18:53:30,644: Key.ctrl_l: 
2024-08-13 18:53:30,780: '\x16': 
2024-08-13 18:53:31,274: Key.enter: 
2024-08-13 18:53:41,371: Key.alt_l: 
2024-08-13 18:53:42,644: 'v': 
2024-08-13 18:53:43,547: Key.backspace: 
2024-08-13 18:53:43,649: Key.ctrl_l: 
2024-08-13 18:53:43,739: '\x16': 
2024-08-13 18:53:45,889: Key.backspace: 
2024-08-13 18:53:46,062: Key.backspace: 
2024-08-13 18:53:46,438: Key.backspace: 
2024-08-13 18:53:46,924: Key.backspace: 
2024-08-13 18:53:46,956: Key.backspace: 
2024-08-13 18:53:46,985: Key.backspace: 
2024-08-13 18:53:47,012: Key.backspace: 
2024-08-13 18:53:47,044: Key.backspace: 
2024-08-13 18:53:47,075: Key.backspace: 
2024-08-13 18:53:47,107: Key.backspace: 
2024-08-13 18:53:47,136: Key.backspace: 
2024-08-13 18:53:47,257: Key.backspace: 
2024-08-13 18:53:47,440: Key.backspace: 
2024-08-13 18:53:47,607: Key.backspace: 
2024-08-13 18:53:47,774: Key.backspace: 
2024-08-13 18:53:47,958: Key.backspace: 
2024-08-13 18:53:51,847: 'k': 
2024-08-13 18:53:52,035: 'e': 
2024-08-13 18:53:52,562: 'y': 
2024-08-13 18:53:52,761: 'l': 
2024-08-13 18:53:52,968: 'o': 
2024-08-13 18:53:53,145: 'g': 
2024-08-13 18:53:53,313: ',': 
2024-08-13 18:53:54,171: 'p': 
2024-08-13 18:53:55,004: 'y': 
2024-08-13 18:53:55,589: Key.enter: 
2024-08-13 18:53:58,109: 'p': 
2024-08-13 18:53:58,338: 'y': 
2024-08-13 18:53:58,575: 't': 
2024-08-13 18:53:58,659: 'h': 
2024-08-13 18:53:58,711: 'o': 
2024-08-13 18:53:58,886: 'n': 
2024-08-13 18:53:59,056: Key.space: 
2024-08-13 18:54:00,311: 'k': 
2024-08-13 18:54:00,499: 'e': 
2024-08-13 18:54:00,912: 'y': 
2024-08-13 18:54:01,255: 'l': 
2024-08-13 18:54:01,458: 'o': 
2024-08-13 18:54:01,621: 'g': 
2024-08-13 18:54:01,986: '.': 
2024-08-13 18:54:02,253: 'p': 
2024-08-13 18:54:02,836: 'y': 
2024-08-13 18:54:03,394: Key.enter: 
2024-08-13 18:54:12,049: Key.alt_l: 
2024-08-13 18:54:12,086: Key.tab: 
2024-08-13 18:54:14,054: Key.alt_l: 
2024-08-13 18:54:14,154: Key.tab: 
2024-08-13 18:54:14,861: Key.alt_l: 
2024-08-13 18:54:14,886: Key.tab: 
2024-08-13 18:54:21,508: Key.ctrl_l: 
2024-08-13 18:54:21,701: '\x12': 
2024-08-13 18:54:23,002: Key.alt_l: 
2024-08-13 18:54:23,095: Key.tab: 
2024-08-13 18:54:32,662: Key.alt_l: 
2024-08-13 18:54:32,979: Key.tab: 
2024-08-13 18:54:33,244: Key.tab: 
2024-08-13 18:54:33,650: Key.tab: 
2024-08-13 18:54:33,848: Key.tab: 
2024-08-13 18:54:34,009: Key.tab: 
2024-08-13 18:54:37,973: Key.alt_l: 
2024-08-13 18:54:38,024: Key.tab: 
2024-08-13 18:54:53,851: Key.alt_l: 
2024-08-13 18:54:53,945: Key.tab: 
2024-08-13 18:55:03,174: Key.alt_l: 
2024-08-13 18:55:03,400: Key.tab: 
2024-08-13 18:55:08,963: 'p': 
2024-08-13 18:55:09,183: 'y': 
2024-08-13 18:55:09,306: 't': 
2024-08-13 18:55:09,691: 'h': 
2024-08-13 18:55:09,775: 'o': 
2024-08-13 18:55:09,947: 'n': 
2024-08-13 18:55:10,099: Key.space: 
2024-08-13 18:55:10,644: 'k': 
2024-08-13 18:55:10,811: 'e': 
2024-08-13 18:55:10,931: 'y': 
2024-08-13 18:55:11,566: 'l': 
2024-08-13 18:55:11,739: 'o': 
2024-08-13 18:55:11,918: 'g': 
2024-08-13 18:55:12,118: '.': 
2024-08-13 18:55:12,329: 'p': 
2024-08-13 18:55:12,565: 'y': 
2024-08-13 18:55:13,095: Key.enter: 
2024-08-13 18:55:20,459: Key.f6: 
2024-08-13 18:55:21,138: Key.f5: 
2024-08-13 18:55:28,977: 'p': 
2024-08-13 18:55:29,181: 'y': 
2024-08-13 18:55:29,423: 't': 
2024-08-13 18:55:29,525: 'h': 
2024-08-13 18:55:29,602: 'o': 
2024-08-13 18:55:29,767: 'n': 
2024-08-13 18:55:29,891: Key.space: 
2024-08-13 18:55:30,216: 'k': 
2024-08-13 18:55:30,341: 'e': 
2024-08-13 18:55:30,441: 'y': 
2024-08-13 18:55:30,690: 'l': 
2024-08-13 18:55:30,887: 'o': 
2024-08-13 18:55:31,225: 'g': 
2024-08-13 18:55:31,717: '.': 
2024-08-13 18:55:31,883: 'p': 
2024-08-13 18:55:32,210: 'y': 
2024-08-13 18:55:32,525: Key.enter: 
2024-08-13 18:55:46,726: 'f': 
2024-08-13 18:55:46,913: 'i': 
2024-08-13 18:55:47,169: 'x': 
2024-08-13 18:55:48,303: 'f': 
2024-08-13 18:55:48,416: 'i': 
2024-08-13 18:55:48,623: 'x': 
2024-08-13 18:55:48,775: Key.space: 
2024-08-13 18:55:49,002: Key.enter: 
2024-08-13 18:55:53,248: 'f': 
2024-08-13 18:55:53,372: 'i': 
2024-08-13 18:55:53,524: 'x': 
2024-08-13 18:55:54,874: 't': 
2024-08-13 18:55:55,204: 'h': 
2024-08-13 18:55:55,260: 'i': 
2024-08-13 18:55:55,467: 's': 
2024-08-13 18:55:55,616: Key.enter: 
2024-08-13 18:55:55,797: Key.alt_l: 
2024-08-13 18:55:55,847: Key.tab: 
2024-08-13 18:55:59,325: Key.alt_l: 
2024-08-13 18:55:59,509: Key.tab: 
2024-08-13 18:56:20,772: Key.ctrl_l: 
2024-08-13 18:56:20,861: '\x01': 
2024-08-13 18:56:21,794: '\x16': 
2024-08-13 18:56:26,037: 'p': 
2024-08-13 18:56:26,236: 'y': 
2024-08-13 18:56:26,359: 't': 
2024-08-13 18:56:26,465: 'h': 
2024-08-13 18:56:26,555: 'o': 
2024-08-13 18:56:26,711: 'n': 
2024-08-13 18:56:26,850: Key.space: 
2024-08-13 18:56:27,276: '.': 
2024-08-13 18:56:30,421: Key.backspace: 
2024-08-13 18:56:31,280: Key.backspace: 
2024-08-13 18:56:31,681: Key.space: 
2024-08-13 18:56:31,898: 'k': 
2024-08-13 18:56:32,017: 'e': 
2024-08-13 18:56:32,141: 'y': 
2024-08-13 18:56:32,354: 'l': 
2024-08-13 18:56:32,564: 'o': 
2024-08-13 18:56:32,657: 'g': 
2024-08-13 18:56:33,039: '.': 
2024-08-13 18:56:33,235: 'p': 
2024-08-13 18:56:33,522: 'y': 
2024-08-13 18:56:33,773: Key.enter: 
2024-08-13 18:56:45,664: Key.shift: 
2024-08-13 18:56:46,154: Key.shift: 
2024-08-13 18:56:46,184: Key.shift: 
2024-08-13 18:56:46,213: Key.shift: 
2024-08-13 18:56:46,235: Key.shift: 
2024-08-13 18:56:46,272: Key.shift: 
2024-08-13 18:56:46,298: Key.shift: 
2024-08-13 18:56:46,333: Key.shift: 
2024-08-13 18:56:46,361: Key.shift: 
2024-08-13 18:56:46,388: Key.shift: 
2024-08-13 18:56:46,421: Key.shift: 
2024-08-13 18:56:46,443: Key.shift: 
2024-08-13 18:56:46,482: Key.shift: 
2024-08-13 18:56:46,511: Key.shift: 
